,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56700222257,1733900132183278913,Áo Sweater Nỉ Lông Cáo Phối Bo Nổi 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Nỉ Form Rộng Basic Nam Nữ ,239 300,,,Sản phẩm lẻ,Sweater,nỉ lông cáo,510NI1_ASWD434_,"510NI1_ASWD434_XT
510NI1_ASWD434_TĐ",https://cf.shopee.vn/file/vn-11134207-820l4-mk0omdp5kg7440,,SP đang bán,Team C,Trang + Đỗ Nguyên,Mai Liên,Mỹ Duyên,"Xanh than phối bo kem 
Xám phối bo xanh than",," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Áo nỉ phối bo nổi,,"- Chất liệu: nỉ lông cáo 
- Thiết kế: phối cổ bo nổi khác màu, có vân to 
- Form dáng: rộng rãi, phù hợp nhiều dáng người 
- Phong cách: basic, năng động",,,10,10,1,,,,,,,,,,,,,https://shopee.vn/product/574105684/56700222257,https://www.tiktok.com/view/product/1733900132183278913?region=VN&locale=vi-VN,,,,,
41625856889,1733596421192385857,Áo Lông Thỏ Dài Tay Mềm Mịn 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Len Kẻ Sọc Sleeves Form Rộng Basic Nam Nữ ATD431,200 259,,,Sản phẩm lẻ,Long sleeves,kẻ lông thỏ,510KE1_ATD431_,510KE1_ATD431_DE,https://cf.shopee.vn/file/vn-11134207-820l4-mgbye7745pfsfc,,SP đang bán,Team D,Bình + Nghĩa,Mai Liên,Mỹ Duyên,Sọc đen,," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Áo kẻ sọc lông,,"- Chất liệu: thun lông thỏ mềm mịn
- Thiết kế: Phần cổ được bo tròn chỉn chu, ôm cổ vừa phải
- Form dáng rộng rãi, phù hợp nhiều dáng người 
- Phong cách: Basic, hàn quốc, đường phố",,,"13
y mới 16","13
y mới 16",1,,,,,SHP: 29/10,,,,,13-14/12,,,https://shopee.vn/product/574105684/41625856889,https://www.tiktok.com/view/product/1733596421192385857?region=VN&locale=vi-VN,,,,,
46250275012,1733556832185648449,Áo Phao Chần Bông Cổ Sen Basic 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Phao Form Lửng PUFFER PADDING Unisex Nam Nữ,310 379,,,Sản phẩm lẻ,Áo phao,phao chần bông,512GI2_AKHD462_,"512GI2_AKHD462_HO
512GI2_AKHD462_BE",https://cf.shopee.vn/file/vn-11134207-820l4-mjjry8ct2yh200,,SP đang bán,Team B,Dương + Khanh,Thảo Ng,Lan Hương,"Be xám
Hồng nhạt",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <70kg",Áo phao cổ sen,,"- Chất liệu: phao gió
- Thiết kế: cổ sen độc đáo, là điểm nhấn cho 1 sản phẩm basic công năng
- Form dáng rộng rãi, form boxy cho cả nam nữ.
- Phong cách: Đơn giản, tiện dụng.",,,24,24,1,,,,,"SHP TEST 28/10
TEST LẠI 05/11
CHỐT SX 08/11",,,,,11-12/12,,,https://shopee.vn/product/574105684/46250275012,https://www.tiktok.com/view/product/1733556832185648449?region=VN&locale=vi-VN,,,,,
47250714511,,Áo Khoác Phao Nhung Tăm Mềm Mịn 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Phao Cúc Bấm Trendy Ấm Áp Mùa Đông,399 459,,,Sản phẩm lẻ,Áo phao,Nhung tăm chần bông ,510NU2_AKHD446_,"510NU2_AKHD446__BE
510NU2_AKHD446_NAU",#N/A,#N/A,SP huỷ mẫu,Team D,Bình + Nghĩa,,Mỹ Duyên,"Be sáng 
Nâu nhạt",," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Áo phao nhung tăm,,"- Chất liệu: Nhung tăm chần bông 
- Thiết kế: Dáng rộng vừa phải, cúc bấm nổi bật, khoá bền bỉ 
Phong cách: Hàn Quốc, năng động, nữ tính",,,,,,,,,,SHP: 3/11,,,,,,,,https://shopee.vn/product/574105684/47250714511,https://www.tiktok.com/view/product/?region=VN&locale=vi-VN,,,,,
44126079549,,Áo Khoác Dạ Dáng Rộng 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Cúc Cài Phong Cách Retro Cho Nữ,379 439,,,Sản phẩm lẻ,Áo phao,dạ,510DA2_AKHD444_,,#N/A,#N/A,SP huỷ mẫu,Team D,Bình + Nghĩa,,Mỹ Duyên,Trắng kem,," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Áo dạ dáng dài,,"- Chất liệu: dạ dày dặn, 2 lớp 
- Thiết kế: Cúc cài nổi bật 
- Form dáng: form dài rộng vừa phải 
- Phong cách: Hàn Quốc, nữ tính, đường phố",,,,,,,,,,SHP: 3/11,,,,,,,,https://shopee.vn/product/574105684/44126079549,https://www.tiktok.com/view/product/?region=VN&locale=vi-VN,,,,,
47150669264,,Áo Hoodie Zip Dày Dặn 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Nỉ Có Mũ Dây Dệt Trendy Phong Cách Năng Động,300 359,,,Sản phẩm lẻ,Hoodie/ Hoodie zip,nỉ lông cáo,510NI1_AHOD443_,"510NI1_AHOD443_XA 
510NI1_AHOD443_BE 
510NI1_AHOD443_TH",#N/A,#N/A,SP huỷ mẫu,Team A,Nhi + Dnhi,,Mỹ Duyên,"Xám 
Be
Xanh than",," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",áo hoodie phối vải mũ,,"- Chất liệu: Nỉ lông cáo 
- Thiết kế: phối mũ với chất liệu cotton mềm mịn, dây mũ được dệt nhuộm vân trắng - đỏ nổi bật  
- Form dáng: rộng rãi, phù hợp nhiều dáng người 
- Phong cách: basic, năng động, đường phố",,,,,,,,,,1/11,,,,,,,,https://shopee.vn/product/574105684/47150669264,https://www.tiktok.com/view/product/?region=VN&locale=vi-VN,,,,,
49500668554,1733592650901587265,Áo Hoodie Zip Nỉ Chân Cua Dày Dặn  𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Hoodie Form Boxy Unisex Phong Cách Hàn Quốc ,259 329,,,Sản phẩm lẻ,Hoodie/ Hoodie zip,nỉ chân cua,510NI1_AHOD454_,"510NI1_AHOD454_TĐ
510NI1_AHOD454_DE_",https://cf.shopee.vn/file/vn-11134207-820l4-mjqj0hzwwutge0,,SP đang bán,Team A,Nhi + Dnhi,Đ. Yến,Khánh Huyền,"Đen
Xám tiêu",,,Hoodie nỉ chân cua,,"- Chất liệu: Nỉ chân cua, dày dặn
- Thiết kế: Basic, casual
- Phong cách: Đơn giản, tiện dụng",,,20,20,1,,,,,"SHP TEST 1/11
THAY ẢNH BÌA 7/11",,,,,15/12,,,https://shopee.vn/product/574105684/49500668554,https://www.tiktok.com/view/product/1733592650901587265?region=VN&locale=vi-VN,,,,,
42326042516,,Áo Khoác Dạ Cúc Sừng Slim Fit 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Khoác Dạ 2 Lớp Dày Dặn Phong Cách Retro Cho Nữ  AKHD451,369 439,,,Sản phẩm lẻ,Áo khoác khác,dạ,510DA2_AKHD451_,,#N/A,#N/A,SP huỷ mẫu,Team B,Dương + Khanh,,Lan Hương,"Be
Đen
",,,Áo dạ cúc sừng 2,,"- Chất liệu: dạ dày dặn, 2 lớp
- Thiết kế: cúc sừng là điểm nhấn, cổ bẻ nữ tính
- Form dáng: form fit, hơi ôm
- Phong cách: cổ điển, đường phố, nữ tính",,,,,,,,,,"SHP TEST 1/11
THAY ẢNH BÍA KEM 3/11
ẨN SP 7/11
Chị Hương báo lại sau",,,,,,,,https://shopee.vn/product/574105684/42326042516,https://www.tiktok.com/view/product/?region=VN&locale=vi-VN,,,,,
42576042598,,Áo Khoác Dạ Có Mũ Trùm Đầu 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Khoác Nữ 2 Lớp Phong Cách Năng Động Giữ Ấm Basic,399 459,,,Sản phẩm lẻ,Áo khoác khác,dạ,510DA2_AKHD450_,,#N/A,#N/A,SP huỷ mẫu,Team B,Dương + Khanh,,Lan Hương,"Be
Xanh Navy
Nâu",,,Áo dạ cúc sừng,,"- Chất liệu: dạ dày dặn, 2 lớp
- Thiết kế: cúc sừng là điểm nhấn, mũ hoodie giữ ấm tốt
- Form dáng: form rộng, dễ phối đồ
- Phong cách: cổ điển, đường phố, năng động, basic",,,,,,,,,,"SHP TEST 1/11
ẨN SP 7/11
Chị Hương báo lại sau",,,,,,,,https://shopee.vn/product/574105684/42576042598,https://www.tiktok.com/view/product/?region=VN&locale=vi-VN,,,,,
56800720827,1733776936113440065,Áo Nỉ Cổ Polo Phối Lông Cừu Mềm Mịn 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Dáng Rộng Phong Cách Basic Năng Động,239 300,,,Sản phẩm lẻ,Áo phao,"Bản thường: Nỉ 2 da
Bản pre: Nỉ lông cáo",510NI1_APD457_,"510NI1_APD457_TS
510NI1_APD457_DO",https://cf.shopee.vn/file/vn-11134207-820l4-mibecq94e6f855,,SP đang bán,Team D,Bình + Nghĩa,Mai Liên,Mỹ Duyên,"Tiêu sáng
Đỏ",," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",áo nỉ phối cổ lông,,"- Chất liệu: nỉ lông cáo (bản pre), nỉ 2da ( bản thường) 
- Thiết kế: Áo phối cổ lông mềm mại, trendy, cúc bấm nổi bật 
- Form dáng: form rộng vừa phải 
- Phong cách: Đường phố, nữ tính, trendy ",,,11,11,2,,,,,SHP: 3/11,,,,,13-15/12,,,https://shopee.vn/product/574105684/56800720827,https://www.tiktok.com/view/product/1733776936113440065?region=VN&locale=vi-VN,,,,,
44950621024,1733784271965685057,Áo Khoác Dạ 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 2 Lớp Phối Cổ Bo Dày Dặn Chắn Gió Ấm Áp Mùa Đông,359 439,,,Sản phẩm lẻ,Áo phao,dạ,510DA2_AKHD453_,"510DA2_AKHD453_DE 
510DA2_AKHD453_BE",https://cf.shopee.vn/file/vn-11134207-820l4-mk0olakplxxd75,,SP đang bán,Team C,Trang + Đỗ Nguyên,Mai Liên,Mỹ Duyên,"Đen 
Be tiêu",," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Áo khoác dạ dáng rộng,,"- Chất liệu: Dạ 2 lớp dày dặn 
- Thiết kế: Cổ áo phối bo dày dặn có nút cài linh động tuỳ chỉnh, khoá hợp kim bền bỉ 
- Form dáng: Dáng lửng vừa phải, chiều ngang rộng 
- Phong cách: Đường phố, basic, nữ tính ",,,15,15,1,,,,,,,,,,,,,https://shopee.vn/product/574105684/44950621024,https://www.tiktok.com/view/product/1733784271965685057?region=VN&locale=vi-VN,,,,,
40576035269,, Áo Sweater Unisex Nỉ Dài Tay Cúc Bấm Metallic 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Phong Cách Unisex Phối Cúc Cổ Cao ,300 359,,,Sản phẩm lẻ,Long sleeves,nỉ lông cáo,510NI1_ASWD456_,"510NI1_ASWD456_XA
510NI1_ASWD456_TH
510NI1_ASWD456_HO
510NI1_ASWD456_BE",#N/A,#N/A,SP huỷ mẫu,Team C,Trang + Đỗ Nguyên,,Khánh Huyền,"Xám
Xanh Tím Than
Hồng 
Be",,,Áo SWT cổ dựng khuy thẳng,,"- Chất liệu: Nỉ 2 da , dày dặn
- Thiết kế: Basic, casual, điểm nhấn cúc cổ đứng cá tính có thể bẻ lá cổ xuống
- Phong cách: Đơn giản, tiện dụng, năng động",,,,,,,,,,,,,,,,,,https://shopee.vn/product/574105684/40576035269,https://www.tiktok.com/view/product/?region=VN&locale=vi-VN,,,,,
44226906041,1733618733202179393,Áo Len Cổ Tròn Lông Thỏ Mềm Mịn 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Sweater Sợi Dệt Dày Dặn Ấm Áp Mùa Đông,260 340,,,Sản phẩm lẻ,Hàng len/ Hàng dệt kim,len,508LE_ASWD330_,"508LE_ASWD330_DO
508LE_ASWD330_BE
508LE_ASWD330_TĐ",https://cf.shopee.vn/file/vn-11134207-820l4-mji6ycg8wyrp7f,,SP Không Tái,Team D,Bình + Nghĩa,Thảo Ng,Lan Hương,"Đỏ đô
Xám tiêu đậm
Be",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",book ảnh,,"- Chất liệu: len dệt sợi lông thỏ mềm mịn, hơi bông nhẹ, thoải mái dễ chịu khi chạm vào da
- Màu sắc: tone màu basic tươi sáng của mùa đông, tôn da & dễ phối đồ
- Form dáng: chú trọng form fit vừa vặn, độ dài vừa phải
- Phong cách: hàn quốc, cơ bản
",,,27,27,1,,,,,,,,,,,,,https://shopee.vn/product/574105684/44226906041,https://www.tiktok.com/view/product/1733618733202179393?region=VN&locale=vi-VN,,,,,
41327105955,1733458914513290561,Áo Dài Cổ Yếm TÂM VIÊN Thắt Nơ 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Hoạ Tiết Tơ Óng Mềm Mại Áo Dài Tết 2026,489 549,,,Tết Tết,Áo Dài,Tơ óng ánh,510TO1_ADD442_,"510TO1_ADD442_ DO 
510TO1_ADD442_HO",https://cf.shopee.vn/file/vn-11134207-820l4-mj5eh3gsatja7e,,SP đang bán,Team B,Dương + Khanh,Đ. Yến,Mỹ Duyên,"Áo đỏ - Quần đỏ
Áo hồng - Quần xanh",,"size 1: <m60, <80cm
size 2: <m70, <86cm
size 3: <m75, <92cm",ÁO DÀI,,"- Chất liệu: tơ hoạ tiết Tơ óng Chiết Giang cao cấp 
- Thiết kế: - Thiết kế cổ yếm có dây buộc nơ mềm mại kết hợp phần vai xẻ để tôn xương quai xanh, sự ngọt ngào nữ tính được thể hiện ở nơ thắt buộc trước ngực, dáng tay dài lửng hơi loe nhẹ tạo sự thon thả cho cổ tay
- Trong văn hoá Á Đông, Tâm luôn là chữ quan trọng nhất — tượng trưng cho sự thiện lành, sự tĩnh tại và vẻ đẹp nội tâm. Viên có ý nghĩa là tròn đầy, Tâm Viên là sự viên mãn đến từ sự chân thành và bình yên bên trong
- Màu sắc: Tươi tắn, rực rỡ 
- Form dáng: suông rộng vừa phải, tay dài dáng lửng 
",,,,,1,,,,,,,,,,1-2/12,,,https://shopee.vn/product/574105684/41327105955,https://www.tiktok.com/view/product/1733458914513290561?region=VN&locale=vi-VN,,,,,
52951519359,,Quần Váy Kaki Dáng A 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Phối Cúc Cá Tính Trendy Hàn Quốc ,169 229,,,, Quần váy,Kaki,510KA2_QQA458_,"510KA2_QQA458_BE 
510KA2_QQA458_DE",#N/A,#N/A,SP huỷ mẫu,Team C,Trang + Đỗ Nguyên,,Mỹ Duyên,"Đen 
Be ",," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Quần váy phối cúc hợp kim,,"- Chất liệu: kaki 
- Thiết kế: Cạp ngang, bản vừa,
Có đai belt loops hai bên để gắn thắt lưng nếu muốn.
Cúc hợp kim thẳng hàng, vừa tạo điểm nhấn vừa mang phong cách hơi cổ điển
Bên phải có nắp túi giả được cố định bằng một nút tròn cùng tông với hàng nút phía trước
- Form dáng: Quần váy dáng A",,,,,,,,,,,,,,,,,,https://shopee.vn/product/574105684/52951519359,https://www.tiktok.com/view/product/?region=VN&locale=vi-VN,,,,,
51601528833,1733679908635641153,Chân Váy Dạ Xếp Ly Bản To 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Quần Váy Dày Dặn Mùa Đông Cho Nữ,239 279 ,,,Sản phẩm lẻ,Chân váy,Dạ,510DA2_CCX459_,510DA2_CCX459_NA,https://cf.shopee.vn/file/vn-11134207-820l4-mjzg3jarynsw22,,SP đang bán,Team D,Bình + Nghĩa,Thảo Ph,Mỹ Duyên,"Nâu 
Đen",," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",chân váy xếp ly,,"- Chất liệu: Dạ mềm mại
- Thiết kế: Cạp ngang bảnn to
Có đai belt loops (đỉa quần) để luồ thắt lưng.
Cúc trang trí: 1 nút ở giữa, 2 nút hai bên,các nút cùng tông nâu với chân váy
Xếp ly dọc đều nhau, tạo độ bồng tự nhiên.
- Form dáng: Chân váy xếp ly xoè ",,,22,22,1,,,,,SHP: 17/11,,,,,26-27/12,,,https://shopee.vn/product/574105684/51601528833,https://www.tiktok.com/view/product/1733679908635641153?region=VN&locale=vi-VN,,,,,
57851654882,,Áo Khoác Da Lộn Lót Lông 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Khoác Nữ Form Fit Mùa Đông Trendy,439 499,,,,Áo khoác khác,Da lộn,511DL2_AKHD468_,"511DL2_AKHD468_NC_
511DL2_AKHD468_NN_",#N/A,#N/A,SP huỷ mẫu,Team B,Dương + Khanh,,Lan Hương,"Nâu Cà Phê
Nâu Nhạt",," size 1: <m65, <50kg
size 2: <m70, <55kg
size 3: <m75, <60kg",Áo khoác da lộn,,"- Chất liệu: Da lộn lót lông
- Thiết kế: cổ lông (tháo rời), cúc sừng chạy dọc 
- Form dáng: slim fit là form trendy của mùa đông năm nay, làm cho dáng người gọn hơn
- Phong cách: cổ điển, nữ tính",,,,,,,,,,,,,,,,,,https://shopee.vn/product/574105684/57851654882,https://www.tiktok.com/view/product/?region=VN&locale=vi-VN,,,,,
41376686341,,Áo Dài Tay Cổ Sen Cotton 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Polo Basic Dễ Phối Đồ Cho Nữ ,259 329,,,,Polo,Vải cá sấu,511CO1_QPD472_,"511CO1_QPD472_TR
511CO1_QPD472_DE",#N/A,#N/A,SP huỷ mẫu,Team D,Bình + Nghĩa,,Lan Hương,"Trắng
Đen",," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Áo dài tay cổ sen,,"- Chất liệu: Vải cá sấu cotton
- Thiết kế: Polo dài tay với thiết kế cổ sen tạo nên sự nữ tính cho một thiết kế basic, khiến cho outfit đơn giản trở nên nổi bật hơn.
- Form áo rộng, thoải mái.
- Phong cách: đơn giản, hàn quốc",,,,,,,,,,SHP 22/11,,,,,,,,https://shopee.vn/product/574105684/41376686341,https://www.tiktok.com/view/product/?region=VN&locale=vi-VN,,,,,
56601932940,,Áo Sweater Nỉ Lông Cáo Hình Thêu 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Chất Liệu Mềm Mịn Phong Cách Unisex Nam Nữ ,259 329,,,,Sweater,Nỉ lông cáo,511NI1_ASWD471_,"511NI1_ASWD471_TH
511NI1_ASWD471_XA",#N/A,#N/A,SP huỷ mẫu,Team D,Bình + Nghĩa,,Khánh Huyền,"Xanh than
Xám tiêu trắng",," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",ảnh SWT,,"- Chất liệu: Nỉ lông cáo 
- Thiết kế: Basic, chất liệu cotton mềm mịn, giữ ấm tốt  
- Form dáng: rộng rãi, phù hợp nhiều dáng người 
- Phong cách: basic, năng động, đường phố",,,,,,,,,,SHP 22/11,,,,,,,,https://shopee.vn/product/574105684/56601932940,https://www.tiktok.com/view/product/?region=VN&locale=vi-VN,,,,,
48403175730,1733618365322069313,Áo Dài Gấm HẠ CHI Kèm Quần Tơ 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Dài Cách Tân Tay Bồng 3 Lớp Áo Dài Tết 2026 ,429,,,Tết Tết,Set,"Áo: Gấm + Tơ + Lót Habutai
Quần: 2 lớp Tơ + Lót Habutai",510GA2_STD477_,"510GA2_STD477_HO
510GA2_STD477_XA",https://cf.shopee.vn/file/vn-11134207-820l4-miv1111rfl6oe3,,SP đang bán,Team C,Trang + Đỗ Nguyên,Thảo Ph,Lan Hương,"Áo hồng
Áo xanh",,"size 1: <m60, <86cm
size 2: <m70, <90cm
size 3: <m75, <95cm",,,"- Chất liệu: Gấm Hoa Tiết Hoa Văn dệt nổi tinh xảo trên nền màu pastel nhẹ nhàng 
- Thiết kế: Áo dài dáng ngắn cách điệu 3 lớp: lớp ngoài là vải hoạ tiết đứng form có thiết kế xẻ tà V để tôn lên sự mềm mại nhẹ nhàng của lớp tơ cao cấp, trong cùng là lot mềm để an toàn khi mình mặc 
- Điểm xuyết chiếc nơ hoa đan ba cánh được thủ công tỉ mỉ 
- Phần tay được thiết kế bồng bềnh chuyển động với chất liệu tơ mềm 2 lớp 
- Quần 2 lớp là sự kết hợp lụa và tơ tạo nên sự uyển chuyển nữ tính",,,,,1,,,,,,,,,,,,,https://shopee.vn/product/574105684/48403175730,https://www.tiktok.com/view/product/1733618365322069313?region=VN&locale=vi-VN,,,,,
44553185242,1733619013207950657,Áo Dài Gấm MIÊN HỒNG 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Dài Cách Tân Tay Hoạ Tiết Dài Tay Áo Dài Tết 2026,429,,,Tết Tết,Áo Dài,Gấm Jacquard hoạ tiết thuỷ mặc,511GA1_ADD475_,511GA1_ADD475_HO,#N/A,,SP Không Tái,Team D,Bình + Nghĩa,Đ. Yến,Mỹ Duyên,Áo hồng - Quần hồng đỗ,,"size 1: <m60, <86cm
size 2: <m70, <90cm
size 3: <m75, <95cm",,,"- Chất liệu: Gấm Hoạ Tiết Hoa Văn được dệt bằng sợi hồng pastel nhẹ, nổi bật trên nền trắng kem, tạo cảm giác thanh lịch và cực kỳ trang nhã
- Thiết kế: Dáng áo dài truyền thống nhưng suông kết hợp với dáng tay xoè dài duyên dáng 
Cổ áo đứng phối viền hồng cùng màu với hoạ tiết nổi bật 
Khuy bọc bằng chất liệu lụa đặc trưng của áo dài 
Tà dài uyển chuyển theo những bước đi tăng phần nữ tính mềm mại
- Trong văn hoá Á Đông, “hồng” còn mang nghĩa may mắn, phúc khí, điềm lành, nhất là mùa Tết. Một khởi đầu thuận lợi chính là lời chúc mà chúng mình gửi gắm trong áo dài Miên Hồng. ",,,,,1,,,,,,,,,,15/12,,,https://shopee.vn/product/574105684/44553185242,https://www.tiktok.com/view/product/1733619013207950657?region=VN&locale=vi-VN,,,,,
52852446382,1733641242915931457,Áo Sweater Nỉ Lông Cáo Hình Thêu Mèo 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Nỉ Siêu Ấm Lông Mịn MAGICAL DAY Nữ Tính ,259 329 ,,,Sản phẩm lẻ,Sweater,Nỉ lông cáo,511NI1_ASWD481_,"511NI1_ASWD481_DO 
511NI1_ASWD481_TH 
511NI1_ASWD481_XA 
511NI1_ASWD481_HO",https://cf.shopee.vn/file/vn-11134207-820l4-mj5gtrzdpxq802,,SP đang bán,Team A,Nhi + Dnhi,Thảo Ph,Mỹ Duyên,"Đỏ 
Xanh than 
Xám 
Hồng",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Áo SWT CAT ,,"- Chất liệu: Nỉ lông cáo 
- Thiết kế: Lấy cảm hứng từ chú mèo tinh nghịch và những ngày kì diệu được thêu tỉ mỉ, sắc nét 
Phần tay áo được nhấn nhá hình thêu chân mèo nhỏ nổi bật.
- Form áo rộng thoải mái, phù hợp nhiều dáng người",,,17,17,1,,,,,,,,,,20-21/12,,,https://shopee.vn/product/574105684/52852446382,https://www.tiktok.com/view/product/1733641242915931457?region=VN&locale=vi-VN,,,,,
,,Áo Sweater Đắp Vải 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Nỉ Dáng Rộng Unisex Nam Nữ Phong Cách Âu Mỹ,"Nỉ lông cáo 269 
Nỉ chân cua 319",,,Sản phẩm lẻ,Sweater,Nỉ lông cáo/ Nỉ chân cua,5122D1_ASWD484_,"5122D1_ASWD484_TH
5122D1_ASWD484_DO
5122D1_ASWD484_XA
5122D1_ASWD484_BE",#N/A,,SP huỷ mẫu,Team C,Trang + Đỗ Nguyên,,Khánh Huyền,"Đỏ 
Xanh than 
Xám 
Be",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",SWT đắp vải,,"- Chất liệu: Nỉ lông cáo 
- Thiết kế: Logo BYCAM to được thêu đắp vải bằng nỉ chân cua, font chữ cá tính với tone màu trùng với màu vải áo chính nổi bật mà không quá phô trương
- Form áo rộng thoải mái, phù hợp nhiều dáng người",,,,,,,,,,,,,,,,,,https://shopee.vn/product/574105684/,https://www.tiktok.com/view/product/?region=VN&locale=vi-VN,,,,,
52702864785,1734454241398392129,Quần Kaki Nữ Ống Rộng Xếp Ly Tôn Dáng 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Quần Kaki Đính Cúc Trang Trí Phong Cách Basic Hàn Quốc,289 339,,,Sản phẩm lẻ,Quần dài thời trang,Kaki,512KA1_QTD483_,"512KA1_QTD483_RE
512KA1_QTD483_DE
512KA1_QTD483_NA",https://cf.shopee.vn/file/vn-11134207-81ztc-mlwy97wf4qv5c6,,SP đang bán,Team B,Dương + Khanh,Thảo Ng,Khánh Huyền,"Đen
Nâu
Rêu",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Ảnh quần cúc xếp ly,,"- Chất liệu: Kaki mặt mịn, đứng fom, không nhăn
- Thiết kế: Xếp ly thân trước hack eo, 
Cúc trang trí đính ở cạp quần tạo điểm nhấn và diều chỉnh kích thước cạp
- Form dáng: Dáng ống rộng thoải mái khi mặc, di chuyển, phần xếp ly tạo tỉ lệ cơ vòng 2 và vòng 3 đẹp hơn",,,18,18,1,QUẦN RÊU,,,,,,,,,19-20/1,,,https://shopee.vn/product/574105684/52702864785,https://www.tiktok.com/view/product/1734454241398392129?region=VN&locale=vi-VN,,,,,
